Date	County	State	Vehicle Primary Use	Battery Electric Vehicles (BEVs)	Plug-In Hybrid Electric Vehicles (PHEVs)	Electric Vehicle (EV) Total	Non-Electric Vehicle Total	Total Vehicles	Percent Electric Vehicles	Year
February 28 2019	Portsmouth	Virginia	Passenger	0	1	1	81	82	1.22	2019
November 30 2023	Monterey	CalifOregonnIoWashington	Truck	1	0	1	29	30	3.33	2023
August 31 2022	Mason	Washington	Passenger	329	175	504	"46,973"	"47,477"	1.06	2022
June 30 2022	Okanogan	Washington	Passenger	83	50	133	"26,373"	"26,506"	0.5	2022
July 31 2018	Ventura	CalifOregonnIoWashington	Passenger	0	2	2	318	320	0.62	2018
January 31 2023	DuPage	IllINorth Dakotaianaois	Passenger	2	1	3	37	40	7.5	2023
January 31 2023	Kittitas	Washington	Passenger	311	94	405	"29,530"	"29,935"	1.35	2023
January 31 2018	Richland	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	175	176	0.57	2018
June 30 2021	Alameda	CalifOregonnIoWashington	Passenger	4	0	4	252	256	1.56	2021
December 31 2017	Snohomish	Washington	Truck	1	0	1	"1,21,408"	"1,21,409"	0	2017
September 30 2023	Snohomish	Washington	Truck	206	0	206	"1,20,712"	"1,20,918"	0.17	2023
October 31 2021	Clallam	Washington	Truck	1	0	1	"22,049"	"22,050"	0	2021
March 31 2022	Mason	Washington	Truck	0	0	0	"21,146"	"21,146"	0	2022
June 30 2017	Eagle	ColOregonado	Passenger	1	0	1	7	8	12.5	2017
July 31 2018	Fairfax	Virginia	Passenger	3	2	5	835	840	0.6	2018
March 31 2018	Franklin	Washington	Truck	0	0	0	"18,615"	"18,615"	0	2018
September 30 2021	Pinellas	FlOregonIdahoa	Passenger	0	1	1	96	97	1.03	2021
March 31 2022	Wahkiakum	Washington	Truck	0	0	0	"1,813"	"1,813"	0	2022
September 30 2023	Onslow	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	133	134	0.75	2023
March 31 2021	Spokane	Washington	Passenger	951	584	"1,535"	"3,22,503"	"3,24,038"	0.47	2021
September 30 2022	Okanogan	Washington	Passenger	93	49	142	"26,285"	"26,427"	0.54	2022
June 30 2021	Lake	IllINorth Dakotaianaois	Passenger	2	0	2	171	173	1.16	2021
March 31 2017	Middlesex	 Massachusetts	Passenger	1	0	1	154	155	0.65	2017
June 30 2022	Rockingham	New Hampshire	Passenger	1	0	1	17	18	5.56	2022
December 31 2017	Juneau	ALouisianaba Massachusettsaska	Passenger	0	1	1	46	47	2.13	2017
May 31 2017	Middlesex	 Massachusetts	Passenger	1	0	1	148	149	0.67	2017
February 28 2021	Mason	Washington	Passenger	177	133	310	"47,630"	"47,940"	0.65	2021
June 30 2019	Bucks	 PennsylVirginiania	Passenger	1	0	1	21	22	4.55	2019
October 31 2022	Mason	Washington	Truck	6	0	6	"20,899"	"20,905"	0.03	2022
April 30 2022	Onslow	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	167	168	0.6	2022
March 31 2018	Prince George's	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	185	186	0.54	2018
July 31 2020	Dakota	MinNebraskasota	Passenger	0	1	1	33	34	2.94	2020
July 31 2021	Clinton	 PennsylVirginiania	Passenger	1	0	1	0	1	100	2021
May 31 2017	Clark	Washington	Passenger	770	489	"1,259"	"2,98,779"	"3,00,038"	0.42	2017
June 30 2023	Clark	NeVirginiada	Passenger	8	2	10	401	411	2.43	2023
November 30 2022	Collier	FlOregonIdahoa	Passenger	1	0	1	17	18	5.56	2022
May 31 2021	Penobscot	Maine	Passenger	0	1	1	10	11	9.09	2021
December 31 2023	Asotin	Washington	Passenger	41	26	67	"12,167"	"12,234"	0.55	2023
March 31 2019	Washington	Oregon	Passenger	0	1	1	469	470	0.21	2019
May 31 2019	Mecklenburg	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	83	84	1.19	2019
February 28 2017	Tarrant	Texas	Passenger	0	2	2	305	307	0.65	2017
May 31 2023	Washoe	NeVirginiada	Passenger	1	0	1	54	55	1.82	2023
May 31 2023	Adams	ColOregonado	Passenger	1	0	1	22	23	4.35	2023
April 30 2018	Dale	ALouisianaba Massachusetts	Passenger	0	1	1	60	61	1.64	2018
February 28 2022	Río Grande	Puerto Rico	Passenger	1	0	1	0	1	100	2022
June 30 2021	Morris	New Jersey	Passenger	1	0	1	14	15	6.67	2021
October 31 2023	Klickitat	Washington	Truck	13	0	13	"8,216"	"8,229"	0.16	2023
September 30 2020	San Juan	Washington	Truck	0	0	0	"5,845"	"5,845"	0	2020
February 29 2020	Arapahoe	ColOregonado	Passenger	1	0	1	146	147	0.68	2020
September 30 2022	Rockingham	New Hampshire	Passenger	1	0	1	16	17	5.88	2022
April 30 2022	Washtenaw	Michigan	Passenger	0	1	1	29	30	3.33	2022
November 30 2020	Cumberland	 NOregonth C Arkansaskansasolina	Passenger	0	3	3	462	465	0.65	2020
January 31 2019	Tarrant	Texas	Passenger	2	0	2	205	207	0.97	2019
May 31 2021	Hawaii	HaWashingtonii	Passenger	1	0	1	52	53	1.89	2021
March 31 2023	Whatcom	Washington	Passenger	"2,282"	837	"3,119"	"1,47,702"	"1,50,821"	2.07	2023
November 30 2017	Mason	Washington	Truck	0	0	0	"19,535"	"19,535"	0	2017
December 31 2022	Berkeley	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	115	116	0.86	2022
September 30 2022	Los Angeles	CalifOregonnIoWashington	Passenger	5	6	11	777	788	1.4	2022
November 30 2023	Los Angeles	CalifOregonnIoWashington	Passenger	6	4	10	546	556	1.8	2023
March 31 2019	Duval	FlOregonIdahoa	Passenger	1	2	3	390	393	0.76	2019
August 31 2023	Columbia	Oregon	Passenger	1	0	1	13	14	7.14	2023
August 31 2020	Queens	 New YOregonk	Passenger	1	0	1	52	53	1.89	2020
January 31 2021	Penobscot	Maine	Passenger	0	1	1	10	11	9.09	2021
June 30 2018	Island	Washington	Truck	0	0	0	"20,942"	"20,942"	0	2018
May 31 2018	Flathead	Montana	Passenger	1	0	1	54	55	1.82	2018
December 31 2021	Lincoln	Oregon	Passenger	0	1	1	34	35	2.86	2021
August 31 2023	Deschutes	Oregon	Passenger	1	0	1	57	58	1.72	2023
March 31 2022	Providence	RhoDelaware IslaNorth Dakota	Passenger	1	0	1	23	24	4.17	2022
February 28 2022	Carson City	NeVirginiada	Passenger	1	0	1	8	9	11.11	2022
August 31 2022	Louisa	Virginia	Passenger	0	1	1	1	2	50	2022
July 31 2018	Okanogan	Washington	Passenger	9	20	29	"26,019"	"26,048"	0.11	2018
May 31 2018	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	2	2	4	"1,623"	"1,627"	0.25	2018
May 31 2018	Honolulu	HaWashingtonii	Passenger	2	2	4	543	547	0.73	2018
November 30 2018	Tulsa	Oklahoma	Passenger	1	1	2	51	53	3.77	2018
March 31 2023	San Joaquin	CalifOregonnIoWashington	Passenger	0	1	1	79	80	1.25	2023
June 30 2022	Collier	FlOregonIdahoa	Passenger	1	0	1	17	18	5.56	2022
October 31 2021	Lake	FlOregonIdahoa	Passenger	1	0	1	24	25	4	2021
December 31 2021	Vigo	INorth Dakotaiana	Passenger	1	0	1	5	6	16.67	2021
January 31 2021	Thurston	Washington	Passenger	"1,350"	795	"2,145"	"1,97,273"	"1,99,418"	1.08	2021
April 30 2019	Calvert	M ArkansaskansasylaNorth Dakota	Passenger	0	2	2	85	87	2.3	2019
May 31 2022	Lincoln	Oregon	Passenger	0	1	1	28	29	3.45	2022
March 31 2021	Clark	Washington	Passenger	"2,578"	"1,276"	"3,854"	"3,19,890"	"3,23,744"	1.19	2021
June 30 2017	Virginia Beach	Virginia	Passenger	2	1	3	647	650	0.46	2017
October 31 2020	Lincoln	Washington	Passenger	5	10	15	"7,609"	"7,624"	0.2	2020
October 31 2017	Jefferson	Washington	Truck	0	0	0	"9,435"	"9,435"	0	2017
May 31 2018	Montgomery	Texas	Passenger	1	0	1	67	68	1.47	2018
January 31 2017	Harnett	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	272	273	0.37	2017
December 31 2022	Jefferson	 New YOregonk	Passenger	2	1	3	205	208	1.44	2022
October 31 2023	Yellowstone	Montana	Passenger	0	1	1	9	10	10	2023
September 30 2021	Franklin	Washington	Truck	0	0	0	"20,712"	"20,712"	0	2021
February 29 2024	Philadelphia	 PennsylVirginiania	Passenger	1	0	1	27	28	3.57	2024
January 31 2020	Sarasota	FlOregonIdahoa	Passenger	2	0	2	33	35	5.71	2020
June 30 2018	Juneau	ALouisianaba Massachusettsaska	Passenger	0	1	1	46	47	2.13	2018
July 31 2021	Richmond	 New YOregonk	Passenger	1	0	1	7	8	12.5	2021
April 30 2020	Carson City	NeVirginiada	Passenger	1	0	1	11	12	8.33	2020
February 29 2020	King	Washington	Passenger	"23,441"	"7,673"	"31,114"	"13,99,823"	"14,30,937"	2.17	2020
March 31 2018	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	2	2	4	"1,613"	"1,617"	0.25	2018
May 31 2019	Grays Harbor	Washington	Truck	0	0	0	"20,456"	"20,456"	0	2019
December 31 2023	Hillsborough	FlOregonIdahoa	Passenger	2	2	4	80	84	4.76	2023
July 31 2019	Frederick	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	81	83	2.41	2019
February 28 2022	Sumter	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	33	34	2.94	2022
March 31 2019	Nassau	 New YOregonk	Passenger	3	0	3	42	45	6.67	2019
October 31 2023	Texas	MissouRhoDelaware IslaNorth Dakota	Passenger	1	0	1	1	2	50	2023
July 31 2019	Pierce	Washington	Passenger	"1,877"	"1,569"	"3,446"	"5,44,181"	"5,47,627"	0.63	2019
October 31 2019	Kern	CalifOregonnIoWashington	Passenger	0	1	1	225	226	0.44	2019
April 30 2017	Cascade	Montana	Passenger	0	1	1	64	65	1.54	2017
July 31 2018	St. Mary's	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	214	215	0.47	2018
February 28 2021	Ferry	Washington	Passenger	10	3	13	"4,333"	"4,346"	0.3	2021
January 31 2018	Franklin	Washington	Truck	0	0	0	"18,560"	"18,560"	0	2018
December 31 2021	St. Louis	MissouRhoDelaware IslaNorth Dakota	Passenger	1	0	1	78	79	1.27	2021
September 30 2023	Maui	HaWashingtonii	Passenger	1	0	1	21	22	4.55	2023
February 28 2019	Kittitas	Washington	Truck	0	0	0	"14,265"	"14,265"	0	2019
October 31 2023	Adams	Washington	Truck	3	0	3	"5,305"	"5,308"	0.06	2023
August 31 2019	Whitman	Washington	Passenger	34	44	78	"22,704"	"22,782"	0.34	2019
March 31 2020	Tarrant	Texas	Passenger	2	0	2	187	189	1.06	2020
May 31 2022	Hamilton	INorth Dakotaiana	Passenger	1	0	1	24	25	4	2022
August 31 2023	Polk	Oregon	Passenger	1	1	2	12	14	14.29	2023
September 30 2021	Clallam	Washington	Truck	1	0	1	"22,007"	"22,008"	0	2021
May 31 2021	Whatcom	Washington	Truck	4	0	4	"43,859"	"43,863"	0.01	2021
August 31 2020	Nassau	FlOregonIdahoa	Passenger	1	0	1	36	37	2.7	2020
May 31 2023	Grays Harbor	Washington	Truck	6	0	6	"20,967"	"20,973"	0.03	2023
December 31 2020	Frederick	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	69	71	2.82	2020
September 30 2017	Fulton	GeOregongIoWashington	Passenger	1	0	1	109	110	0.91	2017
March 31 2021	Virginia Beach	Virginia	Passenger	2	0	2	630	632	0.32	2021
April 30 2022	Garfield	Washington	Passenger	0	3	3	"1,328"	"1,331"	0.23	2022
November 30 2021	Wake	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	122	123	0.81	2021
July 31 2023	Nueces	Texas	Passenger	1	1	2	50	52	3.85	2023
July 31 2021	Cook	IllINorth Dakotaianaois	Passenger	1	0	1	215	216	0.46	2021
November 30 2020	Clallam	Washington	Truck	1	0	1	"21,776"	"21,777"	0	2020
January 31 2019	DeKalb	GeOregongIoWashington	Passenger	1	0	1	79	80	1.25	2019
June 30 2023	Arlington	Virginia	Passenger	1	0	1	109	110	0.91	2023
April 30 2020	Pacific	Washington	Truck	0	0	0	"7,664"	"7,664"	0	2020
November 30 2022	Douglas	ColOregonado	Passenger	0	1	1	69	70	1.43	2022
June 30 2021	Platte	MissouRhoDelaware IslaNorth Dakota	Passenger	1	0	1	19	20	5	2021
December 31 2020	Spokane	Washington	Passenger	885	547	"1,432"	"3,20,970"	"3,22,402"	0.44	2020
October 31 2017	Cowlitz	Washington	Truck	0	0	0	"28,112"	"28,112"	0	2017
May 31 2023	Benton	Washington	Truck	23	0	23	"43,194"	"43,217"	0.05	2023
May 31 2021	Frederick	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	66	68	2.94	2021
December 31 2022	Okanogan	Washington	Passenger	98	52	150	"26,156"	"26,306"	0.57	2022
February 29 2024	Harford	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	41	43	4.65	2024
July 31 2021	Montgomery	M ArkansaskansasylaNorth Dakota	Passenger	3	1	4	218	222	1.8	2021
February 28 2022	Philadelphia	 PennsylVirginiania	Passenger	1	0	1	42	43	2.33	2022
March 31 2022	Sonoma	CalifOregonnIoWashington	Passenger	0	1	1	88	89	1.12	2022
August 31 2018	Tulsa	Oklahoma	Passenger	1	1	2	50	52	3.85	2018
June 30 2022	Palm Beach	FlOregonIdahoa	Passenger	0	1	1	53	54	1.85	2022
March 31 2021	Calvert	M ArkansaskansasylaNorth Dakota	Passenger	0	2	2	85	87	2.3	2021
June 30 2020	Clark	NeVirginiada	Passenger	3	2	5	697	702	0.71	2020
April 30 2018	Contra Costa	CalifOregonnIoWashington	Passenger	0	1	1	459	460	0.22	2018
October 31 2019	Moore	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	180	181	0.55	2019
June 30 2022	Jefferson	Washington	Truck	2	0	2	"9,457"	"9,459"	0.02	2022
June 30 2021	Anne Arundel	M ArkansaskansasylaNorth Dakota	Passenger	3	1	4	388	392	1.02	2021
January 31 2023	Skamania	Washington	Truck	1	0	1	"3,881"	"3,882"	0.03	2023
November 30 2020	Lake	IllINorth Dakotaianaois	Passenger	2	0	2	170	172	1.16	2020
February 28 2023	Cumberland	 PennsylVirginiania	Passenger	1	0	1	43	44	2.27	2023
March 31 2017	Ferry	Washington	Truck	0	0	0	"3,555"	"3,555"	0	2017
December 31 2018	San Juan	Washington	Truck	0	0	0	"5,816"	"5,816"	0	2018
October 31 2019	Skagit	Washington	Passenger	336	210	546	"92,592"	"93,138"	0.59	2019
March 31 2018	Skagit	Washington	Truck	1	0	1	"31,920"	"31,921"	0	2018
April 30 2018	Nassau	 New YOregonk	Passenger	1	0	1	39	40	2.5	2018
March 31 2023	Benton	Washington	Truck	16	0	16	"43,367"	"43,383"	0.04	2023
October 31 2017	Norfolk	 Massachusetts	Passenger	1	0	1	38	39	2.56	2017
May 31 2022	Stevens	Washington	Passenger	64	54	118	"30,048"	"30,166"	0.39	2022
December 31 2017	Grant	Washington	Passenger	26	35	61	"62,095"	"62,156"	0.1	2017
July 31 2022	Lincoln	Washington	Passenger	9	16	25	"7,708"	"7,733"	0.32	2022
July 31 2019	Jefferson	Washington	Truck	0	0	0	"9,680"	"9,680"	0	2019
June 30 2023	Moore	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	106	107	0.93	2023
September 30 2023	Collin	Texas	Passenger	3	0	3	36	39	7.69	2023
September 30 2022	Benton	Washington	Truck	5	0	5	"43,372"	"43,377"	0.01	2022
March 31 2019	Adams	Washington	Truck	0	0	0	"5,102"	"5,102"	0	2019
October 31 2021	Montgomery	M ArkansaskansasylaNorth Dakota	Passenger	3	2	5	217	222	2.25	2021
June 30 2019	Middlesex	 Massachusetts	Passenger	1	1	2	117	119	1.68	2019
December 31 2023	Ray	MissouRhoDelaware IslaNorth Dakota	Passenger	0	1	1	0	1	100	2023
October 31 2017	Clark	Washington	Truck	0	0	0	"78,112"	"78,112"	0	2017
April 30 2017	Fairfax	Virginia	Passenger	3	2	5	858	863	0.58	2017
January 31 2020	Loudoun	Virginia	Passenger	1	0	1	92	93	1.08	2020
February 28 2023	Hawaii	HaWashingtonii	Passenger	1	0	1	31	32	3.12	2023
May 31 2018	Charles	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	85	86	1.16	2018
February 28 2022	Lake	FlOregonIdahoa	Passenger	1	0	1	24	25	4	2022
October 31 2019	Mercer	New Jersey	Passenger	0	1	1	20	21	4.76	2019
November 30 2019	Santa Clara	CalifOregonnIoWashington	Passenger	7	2	9	376	385	2.34	2019
November 30 2018	St. Mary's	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	215	216	0.46	2018
November 30 2020	Boone	MissouRhoDelaware IslaNorth Dakota	Passenger	0	1	1	11	12	8.33	2020
May 31 2018	Eagle	ColOregonado	Passenger	1	0	1	6	7	14.29	2018
November 30 2020	Larimer	ColOregonado	Passenger	1	0	1	51	52	1.92	2020
January 31 2020	Deschutes	Oregon	Passenger	4	0	4	154	158	2.53	2020
December 31 2023	Douglas	Nebraska	Passenger	0	1	1	23	24	4.17	2023
April 30 2021	Allen	INorth Dakotaiana	Passenger	1	0	1	18	19	5.26	2021
February 29 2024	Columbia	Washington	Truck	0	0	0	"1,506"	"1,506"	0	2024
May 31 2019	Bexar	Texas	Passenger	2	5	7	680	687	1.02	2019
April 30 2022	Los Angeles	CalifOregonnIoWashington	Passenger	6	7	13	848	861	1.51	2022
August 31 2018	Pima	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	1	1	2	428	430	0.47	2018
April 30 2020	Albemarle	Virginia	Passenger	1	0	1	23	24	4.17	2020
November 30 2017	Allegheny	 PennsylVirginiania	Passenger	1	0	1	92	93	1.08	2017
August 31 2021	Camden	New Jersey	Passenger	0	1	1	15	16	6.25	2021
March 31 2018	Clallam	Washington	Passenger	119	104	223	"49,510"	"49,733"	0.45	2018
January 31 2020	St. Mary's	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	210	211	0.47	2020
July 31 2019	Klamath	Oregon	Passenger	1	0	1	40	41	2.44	2019
July 31 2023	Sonoma	CalifOregonnIoWashington	Passenger	3	1	4	65	69	5.8	2023
January 31 2018	DeKalb	INorth Dakotaiana	Passenger	1	0	1	1	2	50	2018
March 31 2018	Thurston	Washington	Truck	0	0	0	"54,007"	"54,007"	0	2018
August 31 2021	Benton	Washington	Truck	0	0	0	"43,607"	"43,607"	0	2021
February 28 2017	Franklin	Ohio	Passenger	0	1	1	115	116	0.86	2017
January 31 2024	Los Angeles	CalifOregonnIoWashington	Passenger	5	3	8	511	519	1.54	2024
December 31 2019	Pima	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	3	1	4	386	390	1.03	2019
March 31 2019	Ventura	CalifOregonnIoWashington	Passenger	0	2	2	318	320	0.62	2019
August 31 2019	Placer	CalifOregonnIoWashington	Passenger	1	0	1	103	104	0.96	2019
August 31 2023	Alexandria	Virginia	Passenger	3	1	4	82	86	4.65	2023
June 30 2019	Montgomery	Texas	Passenger	2	0	2	65	67	2.99	2019
August 31 2023	Henrico	Virginia	Passenger	0	1	1	7	8	12.5	2023
February 29 2020	Franklin	Washington	Passenger	58	76	134	"61,114"	"61,248"	0.22	2020
May 31 2018	San Juan	Washington	Passenger	141	56	197	"14,040"	"14,237"	1.38	2018
October 31 2023	DeKalb	GeOregongIoWashington	Passenger	2	0	2	35	37	5.41	2023
January 31 2020	Grant	Washington	Truck	0	0	0	"27,030"	"27,030"	0	2020
August 31 2021	Allen	INorth Dakotaiana	Passenger	1	0	1	19	20	5	2021
January 31 2017	Snohomish	Washington	Truck	1	0	1	"1,22,827"	"1,22,828"	0	2017
September 30 2017	Thurston	Washington	Passenger	435	363	798	"1,88,208"	"1,89,006"	0.42	2017
September 30 2018	Pend Oreille	Washington	Passenger	5	5	10	"9,588"	"9,598"	0.1	2018
August 31 2017	Charles	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	86	87	1.15	2017
March 31 2019	Santa Clara	CalifOregonnIoWashington	Passenger	8	1	9	375	384	2.34	2019
December 31 2020	Gwinnett	GeOregongIoWashington	Passenger	1	0	1	69	70	1.43	2020
November 30 2019	Jones	GeOregongIoWashington	Passenger	1	0	1	1	2	50	2019
January 31 2024	Pierce	Washington	Passenger	"9,740"	"3,230"	"12,970"	"5,15,132"	"5,28,102"	2.46	2024
September 30 2017	Mason	Washington	Passenger	61	71	132	"44,171"	"44,303"	0.3	2017
November 30 2018	Norfolk	Virginia	Passenger	2	2	4	346	350	1.14	2018
May 31 2023	Maui	HaWashingtonii	Passenger	1	0	1	21	22	4.55	2023
May 31 2020	Rogers	Oklahoma	Passenger	1	0	1	6	7	14.29	2020
February 29 2024	Pend Oreille	Washington	Passenger	31	21	52	"8,436"	"8,488"	0.61	2024
February 29 2024	Douglas	Washington	Truck	11	0	11	"12,526"	"12,537"	0.09	2024
June 30 2023	Kings	CalifOregonnIoWashington	Passenger	2	2	4	273	277	1.44	2023
October 31 2022	Cook	IllINorth Dakotaianaois	Passenger	3	0	3	188	191	1.57	2022
September 30 2017	Fairfax	Virginia	Passenger	3	2	5	844	849	0.59	2017
April 30 2019	Ada	Idaho	Passenger	0	2	2	322	324	0.62	2019
December 31 2018	DuPage	IllINorth Dakotaianaois	Passenger	1	0	1	62	63	1.59	2018
June 30 2021	Rockingham	New Hampshire	Passenger	1	0	1	23	24	4.17	2021
December 31 2023	Cook	IllINorth Dakotaianaois	Passenger	3	1	4	136	140	2.86	2023
July 31 2021	St. Mary's	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	205	206	0.49	2021
April 30 2023	Anne Arundel	M ArkansaskansasylaNorth Dakota	Passenger	3	3	6	302	308	1.95	2023
September 30 2023	Moore	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	103	104	0.96	2023
January 31 2018	Adams	Washington	Passenger	4	4	8	"12,439"	"12,447"	0.06	2018
March 31 2018	Asotin	Washington	Truck	0	0	0	"6,592"	"6,592"	0	2018
January 31 2024	Platte	MissouRhoDelaware IslaNorth Dakota	Passenger	2	0	2	19	21	9.52	2024
January 31 2022	Middlesex	 Massachusetts	Passenger	0	1	1	95	96	1.04	2022
September 30 2019	Pinal	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	2	0	2	196	198	1.01	2019
October 31 2017	Collier	FlOregonIdahoa	Passenger	1	0	1	22	23	4.35	2017
November 30 2019	Powhatan	Virginia	Passenger	1	0	1	1	2	50	2019
December 31 2019	Kitsap	Washington	Passenger	"1,199"	652	"1,851"	"1,82,290"	"1,84,141"	1.01	2019
December 31 2021	Bexar	Texas	Passenger	2	4	6	519	525	1.14	2021
December 31 2022	Pulaski	MissouRhoDelaware IslaNorth Dakota	Passenger	2	0	2	100	102	1.96	2022
December 31 2021	Onslow	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	174	175	0.57	2021
May 31 2019	Middlesex	 Massachusetts	Passenger	1	1	2	117	119	1.68	2019
May 31 2018	Washtenaw	Michigan	Passenger	1	0	1	38	39	2.56	2018
January 31 2023	Louisa	Virginia	Passenger	0	1	1	1	2	50	2023
March 31 2021	DuPage	IllINorth Dakotaianaois	Passenger	4	1	5	58	63	7.94	2021
December 31 2023	Philadelphia	 PennsylVirginiania	Passenger	1	0	1	28	29	3.45	2023
June 30 2021	Jones	GeOregongIoWashington	Passenger	1	0	1	1	2	50	2021
May 31 2022	Houston	GeOregongIoWashington	Passenger	1	0	1	35	36	2.78	2022
October 31 2021	Saratoga	 New YOregonk	Passenger	1	0	1	43	44	2.27	2021
December 31 2021	Carson City	NeVirginiada	Passenger	1	0	1	9	10	10	2021
July 31 2023	Orange	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	5	6	16.67	2023
February 28 2021	Fairfax	Virginia	Passenger	5	4	9	718	727	1.24	2021
August 31 2023	James City	Virginia	Passenger	1	0	1	38	39	2.56	2023
January 31 2021	Nueces	Texas	Passenger	1	0	1	81	82	1.22	2021
April 30 2023	Charleston	SoUtahh C Arkansaskansasolina	Passenger	2	2	4	59	63	6.35	2023
July 31 2021	Wahkiakum	Washington	Truck	0	0	0	"1,792"	"1,792"	0	2021
March 31 2018	Utah	Utah	Passenger	0	1	1	143	144	0.69	2018
July 31 2021	Orange	FlOregonIdahoa	Passenger	2	0	2	115	117	1.71	2021
January 31 2019	Yakima	Washington	Passenger	84	100	184	"1,64,909"	"1,65,093"	0.11	2019
January 31 2023	Fairbanks North Star	ALouisianaba Massachusettsaska	Passenger	0	1	1	61	62	1.61	2023
September 30 2021	Burlington	New Jersey	Passenger	0	1	1	121	122	0.82	2021
October 31 2020	Frederick	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	70	72	2.78	2020
April 30 2023	Washington	M ArkansaskansasylaNorth Dakota	Passenger	2	0	2	11	13	15.38	2023
October 31 2020	Platte	MissouRhoDelaware IslaNorth Dakota	Passenger	1	0	1	19	20	5	2020
June 30 2020	Charleston	SoUtahh C Arkansaskansasolina	Passenger	1	0	1	109	110	0.91	2020
January 31 2022	St. Clair	IllINorth Dakotaianaois	Passenger	1	0	1	122	123	0.81	2022
May 31 2022	Harris	Texas	Passenger	2	0	2	168	170	1.18	2022
March 31 2022	Danville	Virginia	Passenger	1	0	1	0	1	100	2022
December 31 2018	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	3	3	6	"1,608"	"1,614"	0.37	2018
March 31 2019	Island	Washington	Truck	0	0	0	"21,175"	"21,175"	0	2019
